Nr.	Hoedanigheid	Rood	Categorie GD	Level_2	Cat_1_nieuw	Cat_2_nieuw	Categorie_RS_1	Categorie_RS_2	Comment_JO	Comment_RS	Categorie NG	Patterns	tags																
691	opper-schenkmeester		Beroep		Dienstverlening		Dienstverlening				kw_ambt	\bopper.{0,2}schenkm\w*	"""Opper - Schenckmeester"";""Opper-Schenckmeester"";""Opper-Schenkmeester"""																
692	opper-tollenaar		Beroep		Financiën		Financiën				kw_rest	\b[ct]h?ol+en\w*	"""Oppertollenaar"""																
59	opperhoofd		Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	opperho\w*	"""Opperhooft"";""opperhooft"";""Opperhooffden"""																
566	oppervorst		Adel & vorstenhuizen		Politiek & Bestuur		Politiek & Bestuur			waarsch. Hoofdboswachter	kw_edelen	\bop+er[vf][uo]rst\w*	"""Oppervorster"";""Oppervorster der Vryheyd Oudenbosch en Heerlijckheyd"";""Oppervorsters"""																
101	opzichter		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\bop[sz]ic?h?g?ter\w*	"""Opsiender der Fransche Kercken in Hessenland"";""Opsighter Generaal van 's Lands Zeewercken"";""Opsienders"""																
98	orateur		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\borat\w*	"""Orateur"";""orateur"";""heere Orateur"""																
693	ossenkoper		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_ambt	\bossen?ko\w*	"""Ossencooper"";""Ossekoopers"";""Ossencoopers"""																
694	ossenweider		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_ambt	\bos+enwei\w*	"""Ossenweyders"";""Ossenweyder tot Mechelen"""																
720	ostagier	paaimeester	Krijgsmacht, Juridische status		Justitie		(Juridische) status en Rechtspraak		?	"GD: gijzelaar (""hostage""), vaak in de zin van krijgsgevangene"	kw_beroep	\bostagi\w*	"""Ostagiers"";""Ostagier"";""Fransche Ostagiers, Kryghsgevangenen in de Citadelle van Ryssel"""																
83	oud-burgemeester		Politiek & bestuur	lokaal	Politiek & Bestuur		Politiek & Bestuur			samen met burgemeester?	kw_ambt, kw_rest, kws_qual	\bb[aou]rger?m\w*, \bb[urg]{2,4}.{0,3}me?e?s?t?e?r\w*, burger?m\w*, \bou[dt]+	"""Oudburgermeester en Raad der voorschreeve Stad"";""Raad en Oudburgermeester der voorschreeve Stad"";""Oudburgermeester en Raad der Stad Middelburg"""																
676	oud-raad van civile justitie te suriname		Politiek & bestuur, Geografie		Justitie		(Juridische) status en Rechtspraak		P&J	Suriname'-gedeelte eraf halen?	kw_rest, kws_qual	\boud.{0,3}raad.*civ.*just\w*, \bou[dt]+	"""Oud-Raad in den Hove van civile Justitie in Surinamen"";""Oud-Raad van civile Justitie der Colonie Surinamen"";""Oudraad in den Hove van civile Justitie te Suriname"""																
62	oud-weesmeester		Beroep		Politiek & Bestuur		Politiek & Bestuur			samen met weesmeester?	kw_beroep, kws_qual	\bweesme\w*, \bou[dt]+	"""Oudweesmeester"";""Oudweesmeester des selven Eylands"";""Oudweesmeester te"""																
331	ouderling		Godsdienst		Religie		Religie				kw_rest	\bouderl\w*	"""Ouderlingen"";""Ouderlingh"";""Ouderling"""																
380	ouders		Familie status		Status & relaties		Familie				kw_rest	\bouders?\b	"""haare Ouders"";""sijne Ouders"";""Ouders van"""																
199	overste		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_rest	\bo[uv]erst\w*	"""Oversten"";""Overste"";""Ouersten"""																
714	paaymeester	paltsgraaf	Politiek & bestuur		Financiën		Financiën				kw_ambt	\bpa+[ijy]+m[re]\w*	"""paijmeesters"";""Paaymeester"";""Luyksche Paymeester der Stad Maastricht"""																
441	pachter		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_beroep	\bpa[gch]+ter\w*	"""pachters"";""pachter"";""Pachters"""																
715	pagador		Beroep		Financiën		Financiën				kw_ambt	\bpagador\w*	"""Pagador"";""Pagador Doublet"";""Pagador Generael"""																
625	page		geen hoedanigheid		Adel & Vorsten		Adel & Vorsten				kw_rest	\bpage\b	"""page"";""Page"""																
363	palatine		Geografie		Geografie		Geografie				kw_rest	\bpalatin\w*	"""Palatinus"";""Palatin"";""Palatines"""																
431	palfrenier		Beroep		Dienstverlening		Dienstverlening				kw_rest	\bpalfre\w*	"""Palfreniers"";""Palfrenier"";""Palfreniers van"""																
593	palsgraaf	paltsgraaf	Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen, kw_rest	\bpal[zst]+gra+[fv]+e?n?\b, \bpf?al[zfts].{0,2}gra\w*	"""Paltzgraeff"";""Cheurfurst Paltzgraeff"";""Paltzgraven"""																
591	palzgraaf		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen, kw_rest	\bpal[zst]+gra+[fv]+e?n?\b, \bpf?al[zfts].{0,2}gra\w*	"""Paltzgraue"";""heere Paltzgraue"";""heeren Paltzgrauen"""																
695	pandheer		Beroep		Financiën		Financiën				kw_rest	\bpan[dt]+heer	"""pantheeren"";""Pantheer"";""Pantheer van Gulpen"""																
70	parapheur		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bparapheu\w*	"""Parapheur van het Generaliteits klein Zeegel"";""Parapheur van het Generaliteyts kleyn Zegel"";""Parapheur"""																
722	parnassin		Godsdienst		Religie		Religie				kw_ambt	\bparnas+i[mn]\w*	"""jegenswoordige Parnassims"";""Parnassins van de Portugeesche Joodsche Natie te Amsterdam"";""Parnassins van de Joodsche Natie op den Eylande van Curacao"""																
89	participant		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bparticip\w*	"""hooft participanten"";""participanten"";""dolerende participanten"""																
279	particulieren		Juridische status		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_rest	\bparticuli\w*	"""particulieren"";""sijne particuliere"";""Particulieren"""																
744	passagier		??, Geografie		Status & relaties		(Juridische) status en Rechtspraak		?		kw_rest	\bpas+agiers?e?n?\b	"""arme Passagiers"";""Passagier"";""Passagiers"""																
330	pastor		Godsdienst		Religie		Religie				kw_rest	pastoo?r, \bpast\w{0,2}re?n?s?\b	"""Pastoor"";""pastoor"";""Pastor"""																
329	pater		Godsdienst		Religie		Religie				kw_rest	\bpater\b, \bpat[er]+s?\b	"""Pater"";""pater"";""Paters"""																
325	patriarch		Godsdienst		Religie		Religie				kw_rest	\bpatriar\w*	"""Patriarch"";""den Patriarch"";""heyligen patriarch"""																
92	patriot		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bpatrio\w*	"""Brabandsche Patriotten"";""goede patrioten"";""zig noemende Brabandsche Patriotten"""																
606	patroon		??				(Juridische) status en Rechtspraak		?	"GD: zowel ""kogel"", ""schutter"", design. Term verwijst naar zeer uiteenlopende begrippen!"	kw_rest	\bpatro+ne?n?\b	"""patroon"";""Patroon"";""Patron"""																
333	paus		Godsdienst		Religie		Religie			waarom komt deze tweemaal voor?	kw_rest	\bp+au.{0,2}\b	"""Paus"";""vanden Paus"";""den Paus"""																
763	paus		Godsdienst		Religie		Religie				kw_rest	\bp+au.{0,2}\b	"""Pauw van Achtienhoven"";""Paus van Romen"";""Pauw van Achtienhoven,"""																
327	pausgezinde		Godsdienst		Religie		Religie				kw_rest	\bpausge\w*	"""Pausgesinden"";""pausgesinden"";""Roomschgesinden"""																
79	penningmeester		Politiek & bestuur	??	Financiën		Financiën				kw_ambt, kw_rest	\bpennin\w*m\w*, \bpenn?ingm\w*	"""Penninghmeester"";""Penninckmre"";""Penninckmeester"""																
597	pensionaris		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_ambt, kw_rest	\bpension+ar\w*, \bpensio.{0,3}ai?r\w*, \bpensi.{0,5}aris\b, \bpension\w*, \bpen.{0,3}ion+aris, \bpen.i?on+aris\w*	"""Pensionnaris"";""Pensionaris"";""pensionnaris"""																
367	piemontoische		Geografie		Geografie		Geografie				kw_rest	\bpiemon\w*en?r?s?\b	"""piemontoische Dalluijden"";""Piemontoische Dalluijden"";""piemontoisen"""																
743	piloot		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_beroep	\bpilo+t\w*	"""Pilooten"";""Pilote"";""Piloten"""																
225	pionnier		Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	\bpion+i?er\w*	"""Pionniers"";""pionniers"";""Pioniers"""																
723	piraat		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij			samen met corsair?	kw_rest	\bpira\w*	"""Piraten"";""Piraten van Algier"";""piraten"""																
99	plaatsvervanger		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bplaatsv\w*	"""Plaatsvervangers"";""Plaatsvervanger"";""Eerste Plaatsvervanger"""																
453	planter		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bplanter\w*	"""Planters in de Colonie van Surinamen"";""Planters in de Colonie van Suriname"";""Planters in de Colonie van Surinaame"""																
85	plenipotentiaris		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_ambt, kw_rest	\bple.{0,7}entia\w*, ..?lei?[mn]+i+p[oa]t\w*, \b\w+nipoten\w*	"""haar Hoog Mog. extraordinaris Envoy√© en Plenipotentiaris aan het Hof van"";""haar Hoogh Mogende extraordinaris Envoy√© en Plenipotentiaris aan het Hof van"";""haar Hoog Mog. Minister Plenipotentiaris te Keulen"""																
413	poincter		Beroep, Politiek & bestuur		Financiën		Financiën				kw_rest	\bpoinct\w*	"""Poincter der Parochie van St. Baafs"";""Poincter der Parochie van St. Baafs, geleegen ten Graafschappe van Middelburgh in Vlaanderen"";""eerste poinct"""																
272	poorter		Juridische status		Status & relaties	Geografie	(Juridische) status en Rechtspraak	Geografie	S&R		kw_rest	\bpo+rters?\b	"""Poorter der Stede Amsterdam"";""Poorter der voorschreeve Stad Amsterdam"";""Poorter te Ostende"""																
419	portier		Beroep		Dienstverlening		Dienstverlening				kw_rest	\bporti?er\w*	"""Portier"";""portier"";""Portier van het Hof"""																
368	portugezen		Geografie		Geografie		Geografie				kw_id	^ *portu\w* *$	"""Portugesen"";""portugesen"";""Portugees"""																
11	postillon		Beroep		Dienstverlening		Dienstverlening				kw_rest	\bpostill\w{0,4}	"""Postillon"";""Postillons"";""Postillon in dienst van den"""																
471	postknecht		Beroep		Dienstverlening		Dienstverlening				kw_beroep	\bpostkne\w*	"""Postknegt van den"";""Postkneght van den"";""Postknecht"""																
531	postmeester		Beroep		Politiek & Bestuur		Politiek & Bestuur				kw_beroep, kw_rest	\bpostmee\w*, \bpost.{0,2}[mn]ees\w*	"""Postmeester"";""Postmeester vander Hoop"";""postmeester"""																
73	potentaat		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bpotenta\w*	"""potentaten"";""Potentaten"";""uijtheemsche potentaten"""																
742	pottenbakker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bpot+en?bac?k+er\w*	"""Pottebakkers der Stad Bergen op den Zoom en Vryheid Oosterhout"";""Pottebakkers van Bergen op den Zoom en Oosterhout"";""de Pottebakkers der Stad Bergen op den Zoom en Vryheid Oosterhout"""																
741	practisyn		Beroep		Dienstverlening		Dienstverlening			context medisch? Dan bij Geneeskunde.	kw_rest	\bpracti[szc]+[ijy]+ns?	"""Practisyns van Michiel vander Meulen,"";""Practisijn tot Ryssel"";""Practisyns"""																
525	praeceptor		Beroep		Onderwijs & Wetenschap		Onderwijs & Wetenschap				kw_rest	\bpr[ae]+cep\w*	"""Praeceptor"";""Praeceptor van St. Anthonis Godshuis binnen Maastricht"";""Praeceptor van Nitsen"""																
280	predecesseur		Juridische status		Justitie		(Juridische) status en Rechtspraak		?		kw_rest	\bpr[ae]+dec\w*	"""Praedecesseurs"";""predecesseurs"";""Predecesseurs"""																
332	predikant		Godsdienst		Religie		Religie				kw_kerk	\bpredi[kc][ha][en]\w*, \bpr[ae]+d[lti]\w*	"""Predikant"";""predicant"";""Predicant"""																
321	prelaat		Godsdienst		Religie		Religie				kw_kerk	\bpree?la\w*	"""prelaet"";""Prelaet"";""prelaten"""																
6	preliminair		geen hoedanigheid							GD: geen hoedanigheid	kw_rest	\bprelimin\w*	"""preliminaire"";""preliminair"";""Preliminaire"""																
81	president		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_ambt, kw_rest	\bpr?[ae]+ *[fs]id\w*, \bg?e?pr[ae]+sid\w*, \b\w*esident	"""Rresident"";""Lesident"";""esident"""																
82	pretendent		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bpr[ae]+[dt]+end\w*	"""Praetendent"";""Engels pretendenten"";""Praetendenten"""																
314	prevoost		Godsdienst		Religie		Religie				kw_kerk, kw_rest	\bpr[eo]v.{0,3}st\w*, \bpr.{0,3}voos\w*, \bpr.{0,2}voost\w*, \bpr[eo][uv]o+s\w*	"""Provoost"";""Provoost van de Generaliteyt"";""provoost"""																
322	priester		Godsdienst		Religie		Religie				kw_kerk	priester\w*	"""Priester"";""Roomsch Priester"";""Roomschen Priester"""																
562	prince		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen, kw_rest	\bprin[sc]\w{0,3}\b, \bprin.e\b, \bpr.{0,2}nce\b	"""W. Pr. v. Orange"";""Pr van Everdingen"";""Pr: v: Orange"""																
560	princes		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	\bprin[sc]\w{0,3}\b, \bprin[sc]+es\w*, \bprin.{0,2}es\w*	"""Princesse"";""princesse"";""haare Koninglyke Hoogheid Mevrouwe de Princesse van Orange en Nassau"""																
740	principaal		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur			Komt dit ook in niet-politieke context voor?	kw_rest	\bprincipa+l\w*	"""Heeren Staaten van hooggemelde Provincie hunne Principaalen"";""meeste ende principaelste geerffdens der Vrijheijt Waelwijck"";""sijne Principaalen."""																
552	prins		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten			komt ook voor in andere varianten. Samenvoegen?	kw_edelen	\bprin[sc]\w{0,3}\b	"""heere Prince van Orange"";""Prins"";""prinsen"""																
306	prior		Godsdienst		Religie		Religie				kw_rest	\bprior\w*	"""Prior"";""prior"";""Prior van het Klooster St. Nicolai te Venlo"""																
256	prisonnier		Krijgsmacht, Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	\bprison\w*	"""prisonniers"";""Prisonniers"";""prisonniers de guerre"""																
48	procureur		Rechtspraak		Justitie	Politiek & Bestuur	(Juridische) status en Rechtspraak		P&J / P&B		kw_rest	\bprocure\w*, \bprocu\w*, \bpro.ureu\w*	"""Procureur"";""procureur"";""Procureur voor haar Hoogh Mogende"""																
538	professor		Beroep		Onderwijs & Wetenschap		Onderwijs & Wetenschap				kw_rest	profes\w*, \bprof+es+\w*	"""Professor"";""professor"";""Professoor"""																
317	proost		Godsdienst		Religie		Religie				kw_rest	\bproost\w*	"""Proost"";""Proost van Meerssen"";""proost"""																
335	proponent		Godsdienst		Religie		Religie				kw_rest	\bpropo\w*	"""Proponent"";""proponent"";""Proponent te Maastright"""																
600	proprietair		Krijgsmacht		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_rest	\bproprie\w*	"""proprietaires"";""Proprietairen der zeeven Compagnien van het eerste Battaillon van het Regiment van"""																
320	proseliet		Godsdienst		Religie		Religie				kw_rest	\bprosel\w*	"""Proselit"";""Proseliten"";""Luycksche Proselit"""																
76	protector		Krijgsmacht, Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bprotec\w*	"""Heere Protector"";""Heer protector van Engelandt"";""Heere protector van Engelandt"""																
343	protestant		Godsdienst		Religie		Religie				kw_rest	\bprotesta\w*	"""haar Hoogh Mogende Minister aan de Protestantsche Cantons in Switzerland"";""haar Hoogh Mogende Minister by de Protestantsche Cantons in Switzerland"";""Protestanten"""																
733	protho medicus		Beroep		Dienstverlening		Dienstverlening				kw_beroep	\bprot\w* *medicu\w*	"""Protho Medicus"";""Prothomedicus van het Overquartier van Gelderlandt"";""Proto Medicus"""																
188	provediteur		Beroep, Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	\bprov.{0,2}dit\w*	"""provediteurs"";""Provediteur"";""Provediteurs"""																
499	provideur		Beroep, Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	\bprovid\w*	"""provideurs"";""Provideurs"";""Providoor van de gesontheyt"""																
323	provoost		Godsdienst		Religie		Religie				kw_kerk, kw_rest	\bpr[eo]v.{0,3}st\w*, \bpr.{0,3}voos\w*, \bpr.{0,2}voost\w*, \bpr[eo][uv]o+s\w*	"""prouoost"";""Prouoost"";""Prouoost generael"""																
100	raad		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	^ *raad\b	"""Raet"";""Raad van Staate"";""Raet vanden"""																
110	raadpensionaris		Politiek & bestuur	landelijk	Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\b\wa+d.{0,3}ensio\w*, \bra[ae]dt? *pens\w*, raad.{0,3}pensio\w*	"""Raedt Pensionaris"";""Raedt Pensionnaris"";""Raedt pensionaris"""																
87	raadsheer		Politiek & bestuur		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	raad.{0,1}heer, \braad[sz]? *he\w*	"""Raetsheer"";""Raadsheer"";""Raedtsheer"""																
88	raadsverwant		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\braadsver\w*	"""grooten Raadsverwant"";""Raadsverwant der Stad Venlo"";""Raadsverwanten der Stad Venlo"""																
308	rabbijn		Godsdienst		Religie		Religie				kw_rest	\brab+i\w*	"""rabbi"";""Rabbi"";""Rabi"""																
111	rapporteur		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\brapporte\w*	"""Rapporteurs"";""heeren Rapporteurs"";""Rapporteur"""																
252	rebel		Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	\brebel\w*	"""Rebellen"";""rebellen"";""rebellen van"""																
53	rechter		Rechtspraak		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	re[gc]h?ter\w*, \br[ie][gc]h?ter\w*	"""Rechters"";""rechters"";""Rechter"""																
50	rechtsgeleerde		Rechtspraak		Justitie	Onderwijs & Wetenschap	(Juridische) status en Rechtspraak		O&W		kw_rest	recht.{0,3}gele\w*	"""rechtsgeleerden"";""Rechtsgeleerden"";""Rechtsgeleerde"""																
229	recruteur		Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	\brecrut\w*, \brecru\w{0,5}\b	"""recruteringe"";""Recrutgeldt"";""recruteeringe"""																
231	recruut		Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	\brecru\w{0,5}\b	"""recreutes"";""recreuten"";""Recrutes"""																
498	rector		Beroep		Onderwijs & Wetenschap		Onderwijs & Wetenschap				kw_rest	\brector	"""Rector"";""Pater Rector"";""Rector van St. Joris Altaar"""																
42	redelijkheid		geen hoedanigheid							GD: geen hoedanigheid	kw_rest	\bredel[ijy]+[chk]+\w*	"""redelijck"";""redelijcke"";""redelycke"""																
484	reeder		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_rest	\brh?ee?ders?\b	"""Reeders"";""Rheeders"";""reeders"""																
72	regent		Politiek & bestuur	Lokaal	Politiek & Bestuur		Politiek & Bestuur				kw_rest	regent\w*	"""Regenten"";""regenten"";""Regeerders"""																
78	rekenmeester		Politiek & bestuur		Financiën		Financiën				kw_rest	\bree?kenme\w*, \bree?c?ken *mee\w*, \bree?c?kenm\w*re?n?s?\b	"""Rekenmeester"";""Reeckenmeester"";""Rekenmrn"""																
294	remonstranten		Godsdienst		Religie		Religie				kw_rest	\bremonstr\w*	"""Remonstranten"";""Remonstrant"";""remonstrant"""																
738	rendant		??, Beroep		Financiën		Financiën				kw_beroep	\brendant\w*	"""Rendant"";""rendant"";""rendanten van reeckeninge"""																
69	rentheffer		Politiek & bestuur		Financiën		Financiën				kw_rest	\brenthef\w*	"""Renthefferen"";""Rentieren van Brabant"";""renthieren van Brabant"""																
75	rentmeester		Politiek & bestuur		Financiën		Financiën				kw_rest	\bren.{1,2}me\w*, \bren\w*me?e?s?t?e?r\w*	"""Rentmeester"";""Rentmr"";""rentmr"""																
93	requirant		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\brequir\w*	"""Requirant van Requeste civile"";""Requirant"";""requirant"""																
345	resident		Geografie, Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_id, kw_rest	\bresident, ^ *\breside\w*, \bres\w*dent\w*, \bres.{0,2}dent, \bres[i-]d\w*, \br.{0,3}dent\w*, \b\w*esident, \bresi.*ent	"""Resident"";""resident"";""Heere Resident"""																
501	retorsievaarder		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_rest	\bretor\w* *vaar\w*	"""gewesen retorsievaerder van Enchuijsen"";""retorsievaerder"";""retorsievaerder van Enchuijsen"""																
56	reviseur		Politiek & bestuur, Rechtspraak		Justitie	Onderwijs & Wetenschap				ligt aan de context	kw_rest	\breviseu\w*	"""reviseurs"";""Reviseurs"";""reviseurs vande ouersettinge des ouden testaments"""																
553	ridder		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_ambt, kw_rest	\briddere?n?\b, \bridders?\b	"""Ridder"";""ridder"";""Heere Ridder"""																
558	rijngraaf		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_rest	\brh?[ijy]+ngra\w*	"""Rhyngraaf van Salm"";""Rhyngrave van Salm"";""Rhyngraaf"""																
218	ritmeester		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_rest	\br[ei]tm\w*, \bri.{0,3}me\w*, \b.{0,1}itme\w*re?n?s?\b	"""Ritmeester"";""Ritmr"";""Ritmre"""																
737	rotmeester		Krijgsmacht		Leger & Milities		Leger & Milities			zelfde als ritmeester?	kw_rest	\brotme\w*rs?e?n?\b	"""Rotmeester"";""Rotmeester op de Huygevoort, Gehugte van Westelbeers, Quartiere van Oosterwyk, Meyerye van 's Hertogenbosch"";""Rotmr"""																
241	rotsgezel		Krijgsmacht	??	Leger & Milities		Leger & Milities				kw_ambt	\brots[gm]e\w*	"""Rotsgezellen"";""Rotsgesellen"";""rotsgesellen"""																
485	rover		Beroep		Justitie		(Juridische) status en Rechtspraak				kw_rest	\broo?[uv]e\w*	"""Roovers"";""Algiersche en andere Roovers"";""Roover"""																
213	ruiter		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_rest	\bru[yi]t\w*	"""Ruyteren"";""Ruijteren"";""ruijters"""																
358	rus		Geografie		Geografie		Geografie				kw_rest	\brus+e?n?\b	"""Russen"";""haare Rus"";""Conseiller d'Etat Russe"""																
736	schatheffer		Politiek & bestuur		Financiën		Financiën				kw_ambt	\bschathef\w*	"""Schatheffers"";""Schatheffer"";""schatheffers"""																
173	schatmeester		Politiek & bestuur	??	Financiën		Financiën				kw_ambt	\bschatme\w*	"""Heere Kroons-Schatmeester"";""Heere Rijcx Schatmeester"";""Rijcx Schatmeester"""																
125	schepen		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	sche+pen\w*	"""Schepenen"";""Scheepenen"";""Scheepen"""																
514	schilder		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bschild\w*	"""Meester Schilder en Verwer"";""Schilder"";""schilder"""																
243	schildknaap		Krijgsmacht	Landmacht	Adel & Vorsten		Adel & Vorsten				kw_rest	\bschild\w*, \bschil[dt]kn\w*	"""Schiltknaep"";""Schiltknaap"""																
515	schipper		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_rest	schi[bp] *per, \bschipp\w*	"""Schipper"";""schipper"";""Schippers"""																
504	schoenmaker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bschoenma\w*	"""Leeden van het Schoenmakers Gilde"";""Schoenmaker"";""Gilde der Schoenmakers"""																
735	scholaster		Godsdienst		Religie		Religie				kw_rest	\bscholast\w*	"""Scholaster"";""Scholasters"";""scholasteryen van St. Udenrode"""																
164	scholtis		Politiek & bestuur		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	\bscho.{0,2}tis, ^ *scholt\w*	"""Scholtis"";""Scholtus"";""Scholtus der Stad Venlo"""																
494	schoolmeester		Beroep		Onderwijs & Wetenschap		Onderwijs & Wetenschap				kw_rest	\bschoolm\w*	"""Schoolmeester"";""Schoolmeesters"";""Schoolmrs"""																
383	schoonbroeder		Familie status		Status & relaties		Familie		S&R		kw_id	\bschoonbroe\w*	"""sijn Schoonbroeder"";""Schoonbroeder"";""desselfs Schoonbroeder"""																
405	schoondochter		Familie status		Status & relaties		Familie		S&R		kw_id	schoondo\w*	"""hoogst desselfs Schoondogter"";""hoogstdeszelfs Schoondogter"""																
403	schoonmoeder		Familie status		Status & relaties		Familie		S&R		kw_id	\bschoonmoe\w*	"""sijn Schoonmoeder"";""sijne Schoonmoeder"";""der Supplianten Moeder en Schoonmoeder"""																
378	schoonvader		Familie status		Status & relaties		Familie		S&R		kw_id	schoonva\w*	"""sijn Schoonvader"";""Schoonvader"";""des Suppliants Schoonvader"""																
388	schoonzoon		Familie status		Status & relaties		Familie		S&R		kw_id	\bschoon[sz]oo\w*	"""sijn Schoonsoon"";""Schoonsoon"";""Schoonsoon van"""																
734	schot		Geografie		Geografie		Geografie				kw_rest	\bschots?m?a?n?\b	"""Schotsman"";""wijlen Johan Schot"""																
169	schout		Politiek & bestuur		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	sc?g?h?out, \bsc?g?h?[ao][nu]t\b	"""Schout by Nagt"";""Hoochschout"";""hoochschout"""																
535	schrijnwerker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bschr\w* *wer[kc]+er\w*	"""Meester Timmerman en Schrynwerker"";""Meester Timmerman en Schrynwerker alhier in den Hage"";""Meester Timmerman en Schrynwercker"""																
26	schrijver		geen hoedanigheid		Dienstverlening		Dienstverlening				kw_rest	\bschr\w*ver\w*, \bschr[ijy]+[uv]er\w*	"""Schryver"";""schrijver"";""Schrijver"""																
542	schuitvoerder		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_rest	\bschuit.{0,2}voer\w*	"""Schuytevoerders"";""Schuytvoerders"";""Schippers en Schuitevoerders"""																
179	schutter		Krijgsmacht		Leger & Milities		Leger & Milities			niet echt krijgsmacht	kw_ambt	schutt\w*	"""Schutter"";""Lieutenant van de Compagnie Schutters van het Orange Vaandel van den"";""Schutters"""																
159	secretaris		Politiek & bestuur	landelijk	Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\b\w*secr\w{0,3}a\w*, \bsec\w* *ris\b, \w*taris\b, \bsecr\w*s\b, \b\w*etaris\w*, \b\w+[^o]taris\b	"""Secretaris"";""Secretaris van den"";""secretaris"""																
732	sequester		Beroep, Juridische status		Justitie		(Juridische) status en Rechtspraak		?	GD: vroeger ook: beheerder van een onder toezicht geplaatsten boedel.	kw_rest	\bsequest\w*	"""Sequester"";""Sequesters"";""Sequesters en Redders over den Boedel en Nalaatenschap van"""																
