Nr.	Hoedanigheid	Rood	Categorie GD	Level_2	Cat_1_nieuw	Cat_2_nieuw	Categorie_RS_1	Categorie_RS_2	Comment_JO	Comment_RS	Categorie NG	Patterns	tags																
758	fuselier		Krijgsmacht		Leger & Milities		Leger & Milities				kw_ambt	\bfus+el+ier\w*	"""Fuseliers"";""Capitein van een Compagnie Fuseliers"";""Major effectif en Capitein van een Compagnie Fuseliers"""																
107	gardemeuble		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bgarde *meu\w*	"""guarde meuble vande Generaliteijt"";""garde meuble vande Generaliteijt"";""guardemeuble vande Generaliteijt"""																
747	gasthuismeester		Beroep		Dienstverlening		Dienstverlening				kw_rest	\bgasthu[ijy]+sm\w*rs?e?n?	"""kerck ende Gasthuijsmeesters"";""gasthuijs=meesters"";""kerck ende gasthuijsmeesters"""																
58	geallieerde		Krijgsmacht, Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_pol	\bgeall\w*, \bgef?al+ie+rd\w*	"""Geallieerden"";""hooge Geallieerden"";""geallieerden"""																
746	geaufugeerde		Geografie, Juridische status		Geografie		Geografie				kw_rest	\bgeauf+uge\w*	"""geaufugeerde"";""geaufugeerden Barend Constantyn Doris van Rees"""																
2	geauthoriseerd		geen hoedanigheid		Politiek & Bestuur		Politiek & Bestuur				kw_pol	\bgeauth\w*	"""by haar Hoogh Mogende geauthoriseert tot de provisioneele administratie van de Nalatenschap van"";""Raden by haar Hoogh Mogende geauthoriseert tot de provisionele administratie van de Nalatenschap van"";""Raeden by haer Hoogh Mogende provisionelijck geauthoriseert tot de administratie van de Nalatenschap van"""																
24	gebesoigneerde		geen hoedanigheid		Politiek & Bestuur		Politiek & Bestuur				kw_pol	\bgebes\w*	"""gebesoigneerde"";""gebesoigneerde in Engelant"";""gebesoigneerde aldaer"""																
129	gecommitteerde		Politiek & bestuur	landelijk	Politiek & Bestuur		Politiek & Bestuur				kw_ambt, kw_rest	\bgecomm\w*den?\b, \bgecom\w*, \bgecom*it+e\w*	"""Gecommitteerden"";""Gecommitteerde"";""heeren Gecommitteerden"""																
9	geconfedereerde		geen hoedanigheid		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bgeconfed\w*	"""geconfedereerde"";""Geconfedereerde"""																
10	geconsenteerde		geen hoedanigheid		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bgecon[fs]en\w*	"""geconsenteert"";""geconsenteert &"""																
288	gedaagde		Rechtspraak, Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_ambt	\bgedaa?[chg]+\w*	"""Gedaaghde in het voorschreeve cas"";""Gedaaghde in het"";""Gedaaghde in het voorschreve cas"""																
130	gedelegeerde		Politiek & bestuur	landelijk	Politiek & Bestuur		Politiek & Bestuur				kw_ambt, kw_rest	gedeleg\w*, \bgedele\w*, \bged*el[ei]g\w*	"""gedelegeerde rechters"";""Gedelegeerde Rechters"";""heeren gedelegeerde rechters"""																
131	gedeputeerde		Politiek & bestuur	landelijk	Politiek & Bestuur		Politiek & Bestuur				kw_ambt	gedep\w*	"""haar Hoogh Mogende Gedeputeerde by"";""Gedeputeerde"";""Heer Gedeputeerde van de Provincie van Stad en Lande"""																
290	gedetineerde		Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_id	\bgedeti\w*	"""gedetineert"";""Gedetineerde"";""Gedetineerdens"""																
622	geïnteresseerde		geen hoedanigheid		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_pol	\bge.nteress\w*	"""geinteresseerden"";""Geinteresseerden"";""geinteresseerde Coopluijden"""																
611	gekwalificeerde		??		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_rest	\bge[kwqu]+alifi\w*	"""Gequalificeerde van Dingeman Broen en Compagnie,"";""Rafinadeur of desselfs Gequalificeerde"";""als Gequalificeerde van Abraham Hisquia Arias"""																
296	geloofsgenoten		Godsdienst		Religie		Religie				kw_id	\bgeloofsge\w*	"""Geloofsgenooten, dewelcke om de Religie op de Galeyen in Vranckryck hebben geleeden"";""Geloofsgenooten, welcke om de Religie op de Galeyen in Vranckryck hebben geleeden"";""Geloofsgenooten"""																
3	gemaal		Familie status		Status & relaties		Familie				kw_rest	\bgema+le?n?\b	"""wylen haaren Gemaal"";""gemelden haaren Gemaal"";""haar Gemaal"""																
268	gemachtigde		Juridische status		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_ambt	\bgema[gch]+\w*	"""Gemagtigde"";""des Suppliants Gemagtigde"";""als des Suppliants Gemagtigde"""																
382	gemalin		Familie status		Status & relaties		Familie				kw_id	\bgemaa?lin\w*	"""Gemalinne"";""Gemalinne van"";""Gemalinne van den"""																
356	gemeentenaar		Geografie		Status & relaties	Geografie	(Juridische) status en Rechtspraak	Geografie	?		kw_rest	\bgeme+ntena+r\w*	"""Gemeentenaaren"";""Gemeentenaren"";""Geconstitueerdens van de Gemeentenaaren aldaar"""																
200	generaal		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_rest	^ *genera\w* *$, ^ *generaal\b	"""Generael"";""Generaal"";""Generaels"""																
215	generaalmeester		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_ambt, kw_rest	genera[ae]l *meester\w*, \bgeneraalm\w*, ^ *genera\w* *$	"""Generaelmeesters vande Munte"";""Generaelmrs"";""Generaelmrs vande Munte"""																
19	geoctroyeerd		geen hoedanigheid				(Juridische) status en Rechtspraak		?	GD: geen hoedanigheid	kw_ambt	\bgeoctroy\w*	"""Bewindhebberen van de geoctroyeerde Westindische Compagnie deeser Landen"";""Bewindhebberen van de geoctroyeerde Westindische Compagnie"";""Directeuren van de geoctroyeerde Societeyt van Suriname"""																
149	gerechtsbode		Politiek & bestuur	Rechtspraak	Justitie		(Juridische) status en Rechtspraak		P&J	waarom tweemaal?	kw_ambt, kw_rest	\bgere\w* *boo?de\w*, \bger[ei]+chtsbo\w*	"""Vorster en Gereghtsboode"";""Vorster en Geregtsbode van Oostelbeers"";""gerechts bode"""																
755	gerechtsboode		Politiek & bestuur		Justitie		(Juridische) status en Rechtspraak		P&J		kw_ambt, kw_rest	\bgere\w* *boo?de\w*, \bger[ei]+chtsbo\w*	"""Gerichtsbode"";""Gerigtsboode"""																
334	gereformeerd		Godsdienst		Religie		Religie				kw_id	\bgeref+o\w*	"""zynde van de waare Gereformeerde Religie"";""zynde Lidmaat van de waare Gereformeerde Religie"";""zynde van de waare Christelijcke Gereformeerde Religie"""																
12	gerequieerde		geen hoedanigheid				(Juridische) status en Rechtspraak		P&J	GD: geen hoedanigheid	kw_rest	\bgereq\w*	"""gerequireerde"";""Gerequireerde"";""gerequireerdens"""																
1	gesr		geen hoedanigheid							GD: geen hoedanigheid	kw_rest	\bgesr\b	"""gesr: te Algiers"";""gesr: te Pera van Constantinopolen"";""gesr"""																
170	gesubdelgeerde	gesubdelegeerd	Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bgesubde\w*	"""Heeren Gesubdelegeerden"";""gesubdelegeerde Raaden tot de Keyserlijcke administratie van het Graafschap Bentheym"";""Gesubdelegeerden"""																
22	gesurrogeerde		Juridische status		Justitie		(Juridische) status en Rechtspraak		?	GD: plaatsvervanger, ook plaatsvervangende rechtbank	kw_rest	\bgesur+og\w*	"""gesurrogeerde"";""gesurrogeert"""																
392	getrouwd		Familie status		Status & relaties		Familie				kw_id	\bgetrouw\w*	"""in huwelijck hebbende"";""als in Huwelyk hebbende Elisabeth Marie Madelaine Dandiran,"";""als in Huwelyk hebbende deselve Maria Elisabeth vander Gaagh"""																
754	getuige		Rechtspraak, Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_id	\bgetuige	"""Getuigen"";""Engels getuigen"";""Getuigen in de gemelde Colonie"""																
269	gevangene		Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_id	\bgevangen\w*, \bge[uv]ange\w*	"""gevangen"";""gevangens"";""gevangenen"""																
267	gevolmachtigde		Juridische status		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_ambt	gevolm\w*	"""Gevolmachtichden te Velde"";""hare Ho:Mo: Gedeputeerden ende Gevolmachtichden"";""hare Ho:Mo: Gedeputeerden ende Gevolmachtichden op 's Lants Vloote"""																
445	geweermaker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bgewee?rma\w*	"""Geweermaker te Maastricht"";""Geweermaacker te Maastricht"";""Geweermaacker te Maastright"""																
349	gewoond hebbende		Geografie		Geografie		Geografie				kw_id, kw_rest	\bgewo.*hebb\w*, \bgewoond\b, \bgewoon[dt]\w*	"""Procureur van Domingo Contini, voorheen gewoont hebbende op den Eilande van Curacao"";""gewoont hebbende te St. Eustatius"";""voorheen gewoont hebbende op den Eilande van Curacao"""																
753	gewoond hebbende hebbende		Geografie		Geografie		Geografie				kw_id, kw_rest	\bgewo.*hebb\w*, \bgewoond\b, \bgewoon[dt]\w*	"""gewoond hebbende in de Colonie van Surinamen"";""gewoond hebbende in de Colonie Surinamen"";""voorheen gewoond hebbende op het Eiland Curacao"""																
141	gezant		Politiek & bestuur	Internationaal	Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\bge[sz][ao]n[dt]\w{0,3}\b	"""Gesanten"";""heeren Gesanten"";""Gesante"""																
422	gildebroeder		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bgildebr\w*	"""Gildemeester"";""Gildebroeders"";""Overlieden en Gildebroeders van het Vleeschhouwers Gilde binnen Amsterdam"""																
429	glazenmaker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bgla+[sz]e?n?ma\w*	"""Glazemaker"";""Glasemaacker"";""Meester Glasemaacker"""																
432	goudsmit		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bgou[dt]+sm\w*	"""Goudsmit"";""Goutsmith"";""Goutsmit"""																
142	gouverneur		Politiek & bestuur	Regionaal	Politiek & Bestuur		Politiek & Bestuur				kw_ambt, kw_rest	\b\wou? *[uv]erneu\w*, \bgou.{0,6}rs?\b, \bgou[uv].{0,6}rs?e?n?\b, \bgou[uv]ern\w*rs?e?n?\b	"""Gouverneur"";""Gouuerneur"";""Gouverneur der Stadt Maestricht"""																
565	graaf		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen, kw_rest	\bgraa+[uvf]+e?n?\b, \bgraa?f?f?v?u?e?\b, \bgraaf.?.?\b	"""Heere Grave van Rechteren"";""Heere Grave van Welderen"";""Heere Grave van Wartensleben"""																
556	gravin		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	\bgraa?[fuv]in\w*	"""Gravinne"";""Vrouwe Gravinne van Benthem"";""Vrouwe Gravinne"""																
194	grenadier		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_rest	\bgrenad\w*	"""Grenadiers"";""Grenadier"";""Grenadier in het Regiment van den"""																
155	grietman		Politiek & bestuur	Regionaal	Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\bgrietm\w*	"""Grietman"";""Grietman van Stellingwerf Westeynde"";""Grietman over"""																
147	griffier		Politiek & bestuur	landelijk	Politiek & Bestuur		Politiek & Bestuur				kw_ambt, kw_rest	\b.r[ie]ff\w*, \b\w{0,2}iffier, g.{0,3}i[fs]*ier, \bgrif\w*, \bgri.{0,4}r\b, \b\w*riffie\w*, \bg\w+ *f+[itf]er\b	"""Griffier"";""Greffier"";""griffier"""																
574	groothertog		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	\bgrootherto\w*	"""Groothertogh"";""Groothertogh van Toscaanen"";""heere Groothertogh"""																
192	grootmajor		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_ambt	\bgrootmaj\w*	"""Grootmajor"";""Lieutenant Collonel en Grootmajor"";""Grootmajor van Sluys in Vlaanderen"""																
337	grootmeester		Godsdienst		Religie	Adel & Vorsten	Religie	Adel & Vorsten			kw_ambt	\bgrootmeester	"""Grootmeester van Maltha"";""Grootmeester"";""Grootmeester van Malta"""																
400	grootmoeder		Familie status		Status & relaties		Familie				kw_id	\bgrootmoe\w*	"""Grootmoeder van"";""sijn Grootmoeder"";""sijne Grootmoeder"""																
399	grootvader		Familie status		Status & relaties		Familie				kw_id	\bgrootva\w*	"""sijn Grootvader"";""Grootvader"";""des Suppliants Grootvader"""																
145	grootvorst		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_rest	\bgrootvo\w*, \bgroot[fv][uo]rs\w*	"""Grootvorst"";""Grootfurst"";""Grootvorst van Muscovien"""																
416	grossier		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bgros+ier\w*	"""Grossiers"";""Grossiers en Opkoopers van Booter"";""Grossiers en Opkoopers van Booter en andere Waaren"""																
4	grote heer		??		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bgro\w* *hee\w*	"""Heere der Grondtheerlijckheydt Hees en Leende"";""Heere der Grondtheerlijckheydt van Heeze en Leende"";""Regenten der Grondtheerlijckheydt Asten, Quartier van Peellandt, Meyerye van 's Hertogenbosch"""																
752	hamburger		Geografie		Geografie		Geografie				kw_id	\bhamburger\w*	"""Hamburgers"";""Hamburger"";""Hamburger Koopman"""																
425	handelaar		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bhandela\w*	"""particuliere handelaers"";""Ambaghtsluyden en Handelaars"";""Moscovische handelaers"""																
780	handlangers		Krijgsmacht		Justitie		(Juridische) status en Rechtspraak		P&J	wat is de context?	kw_rest	\bhan[dt]+ *lang\w*	"""handtlangers"";""Handlangers"";""handt= langers"""																
757	harquebousier		Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	\bharqu\w*b[ou]+sier\w*	"""harquebousiers"";""harquebusiers"""																
783	havenmeester		Beroep		Scheepvaart, Landbouw & Visserij		Scheepvaart, Landbouw & Visserij				kw_id	\bhaven?m\w*rs?e?n?\b	"""havenmeester"";""havenmeester der Stadt s'Hertogenbosch"""																
224	hellebardier		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_rest	\bhel+ebard\w*	"""hellebardiers van"";""hellebardiers"";""Hellebardiers van"""																
473	herbergier		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\b[bh]+erbergier\w*	"""Herbergiers"";""herbergier tot Emmerick"";""herbergiers"""																
576	hertog		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	\bherto.{1,3}\b, \bh[ea]rto[chg]\w{0,2}\b, \bher.{0,2}oge?\b, \bhert[oa][chg]\w{0,3}\b	"""heere hertogh"";""Heere Hertogh"";""hertoch"""																
800	hertog		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	\bherto.{1,3}\b, \bh[ea]rto[chg]\w{0,2}\b, \bher.{0,2}oge?\b, \bhert[oa][chg]\w{0,3}\b	"""heere hertogh van Savoijen"";""heer hertogh van Savoijen"";""heere hertogh van Marlborough"""																
794	hertog		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	\bherto.{1,3}\b, \bh[ea]rto[chg]\w{0,2}\b, \bher.{0,2}oge?\b, \bhert[oa][chg]\w{0,3}\b	"""Hertogh Jan van Braband"";""Hertog Jan van Braband"";""hertoch Philips van Bourgoigne"""																
586	hertogin		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	\bherto.{1,3}\b, \bh[ea]rto[chg]\w{0,2}\b, \bhert[oa][chg]\w{0,3}\b, \bh[ae]rto[chg]+in\w{0,4}\b	"""Aartz-Hertoginne"";""Aartz-Hertoginne Gouvernante"";""hertoginne"""																
529	hoedemaker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bhoed\w*ma+kers?	"""Meester Hoedemaker te Heusden"";""Mr. Hoedemaker te Heusden"";""Hoedemaecker alhier in den Hage"""																
528	hofbediende		Beroep		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bhof+bedi\w*	"""Hofbediende"";""Hofbedienden"""																
813	hoffrichter		Rechtspraak		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	\bhof+r[ei]cht\w*	"""Hoffrichter"";""Hoffrichter en adsessores"";""Hoffrichter van Kniphuijsen"""																
812	hofjonker		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_rest	\bhof+jonc?k\w*	"""Hofjoncker"";""Hofjonker"""																
414	hofmeester		Beroep		Adel & Vorsten		Adel & Vorsten				kw_beroep, kw_rest	\bhoff?m\w*, \b\w*ff?meester*, \bhof+.{0,2}me\w*re?n?s?	"""hoffmeester"";""Hofmeester"";""Hoffmeester"""																
811	hoftimmerman		Beroep		Adel & Vorsten		Adel & Vorsten				kw_rest	\bhof+tim\w*	"""hofftimmerman"""																
810	hoofdconsul		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\bhoof[dt]+\wonsul\w*	"""hooftconsul"";""hooftconsul tot Aleppo"";""Hooftconsul in Aleppo"""																
809	hoofdcrediteur		Beroep, Juridische status		Financiën		Financiën				kw_ambt	\bhoof[td]+[kc]+redi\w*	"""Hoofdcrediteur van den Boedel van"""																
808	hoofden der gemene drie bonden		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\bhoofd.*geme+n\w* *bond\w*	"""Hoofden en Raadsgesanten der gemeene drie Bonden"";""Hoofden der gemeene drie Bonden"";""Hoofden der gemeene drie Bonden in den hoogen Staat der Grisons"""																
152	hoofdgecommitteerde		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bhoof[dt]gecom\w*	"""hooftgecommitteerdens ende Geswoorens vanden Polder van Namen"";""hooftgecommitteerden"""																
148	hoofdman		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bhoof[dt]+ *man\w*	"""hooftmannen"";""heeren hooftmannen"";""Hoofdman"""																
222	hoofdmeester		Beroep		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bhoof.{0,3}m[re]+\w*	"""hooftmeester"";""hooffmre"";""hooffmre van"""																
49	hoofdofficier		Krijgsmacht		Leger & Milities		Leger & Milities				kw_ambt	hoofdoffi\w*, hoof[td]-?offi\w*	"""hooftofficieren"";""Hoofdofficier"";""Hooft-Officieren van het Regiment van den"""																
261	hoofdparticipant		Juridische status		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_ambt	\bhoof[td]+par\w*	"""hooftparticipanten"";""Hoofdparticipanten"";""Hooftparticipanten"""																
807	hooggeleerden		??		Onderwijs & Wetenschap		Onderwijs & Wetenschap				kw_rest	\bhoo[chg]+gele\w*	"""Erentfesten ende hoochgeleerden"";""Erentfesten, ende hoochgeleerden"";""hoochgeleerde"""																
150	hooggraaf		Politiek & bestuur		Adel & Vorsten		Adel & Vorsten				kw_rest	\bho+[chg]+ *gra[ae]+[fv]+\w*	"""Hooch Graeffelicke"";""Sijn Hooch Graeffel"";""hoochgraeffl"""																
549	hoogheid		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	hoog.{0,2}e[iyj]*d, \bhoo[gch]+ei[dt]+\w*	"""zyne Hoogheid"";""sijne Hoogheid"";""sijn Hoogheid"""																
318	hoogproost		Godsdienst		Religie		Religie				kw_rest	\bhoo.{0,3}pro\w*	"""Hoochproost"";""Hoogproost"";""Hooghproost"""																
220	hopman		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_beroep	\bhopma\w*	"""hopman"";""Hopman"";""hopmans"""																
533	horlogemaker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bhorl\w*ma+kers?	"""Meester Horlogiemaacker"""																
492	hospitaalmeester		Beroep		Dienstverlening		Dienstverlening				kw_beroep	\bhos\w* *me?e?s?t?e?r\w*	"""hospitaelmeester"";""Hospitael meester vant Leger"";""Hospitaelmeester"""																
17	houdende advertentie		geen hoedanigheid							GD: geen hoedanigheid	kw_ambt	\bad[uv]ert\w*	"""aduerteren"";""aduerteren."";""Aduerterende"""																
610	houder	obligatiehouder	??, Beroep		Financiën		(Juridische) status en Rechtspraak		S&R	"GD: komt vooral in betekenis van ""obligatiehouder"" voor"	kw_rest	\bhouder\b, \bhouder\w*	"""Houders"";""particuliere Houders der Obligatien"";""Houders der Obligatien"""																
806	houtkoper		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bhout[kc]o+per\w*	"""houtcooper"";""houtcoopers tot Amsterdam"";""houtcopers"""																
390	huisluiden		Familie status		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij			boer	kw_id	\bhu[yij]+sl\w*	"""huysluyden"";""huijsluijden"";""Huysluyden"""																
379	huisman		Familie status		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij			boer	kw_id	\bhuis *man\w*	"""huysman"";""huysmans"";""Huijsman"""																
391	huisvrouw		Familie status		Status & relaties		Familie				kw_id	\bhu[yij]+s[otvf]r\w*, \b\w*[fv]rouw\w*	"""huysvrou"";""huysvr van"";""huysvr van Mr. Hugo de Groote"""																
804	ijzerkramer		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\b[tijy]+[sz]erkra\w*	"""Yserkramer"";""Tserkraamer Jacobus van Ryswyck"";""Tzerkraamer"""																
258	impetrant		Rechtspraak, Juridische status		Justitie		(Juridische) status en Rechtspraak		?		kw_ambt	\bimpetr\w*	"""Impetrant van Mandament van Revisie"";""Impetrant in het voorsz cas"";""Impetrant van Mandament"""																
578	infant		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_ambt	\binfan\w*	"""Infante"";""Generaal van de Infanterye"";""Infante van Spaignen"""																
612	ingehuurd		geen hoedanigheid				(Juridische) status en Rechtspraak			GD: geen hoedanigheid	kw_rest	\bingehu\w*	"""ingehuijrt"";""ingehuyrt"""																
266	ingelanden		geen hoedanigheid		Status & relaties	Geografie	(Juridische) status en Rechtspraak	Geografie	S&R		kw_id	\bingela\w*	"""Ingelanden"";""ingelanden"";""Ingelanden van den selven Polder"""																
206	ingenieur		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_beroep	\bing.{1,2}ni\w*, \binge[min]+eur\w*	"""Ingenieur"";""Ingenieurs"";""ingenieur"""																
353	ingezetene		Geografie		Status & relaties	Geografie	(Juridische) status en Rechtspraak	Geografie	S&R		kw_id	\binge[sz]ee?ten\w*, \bin+e?ge[scz]+[ae]+te\w*	"""Ingesetenen"";""Ingesetenen deser Landen"";""ingesetenen"""																
781	ingezetenen		Geografie, Juridische status		Status & relaties	Geografie	(Juridische) status en Rechtspraak	Geografie	S&R		kw_id	\binge[sz]ee?ten\w*, \bin+e?ge[scz]+[ae]+te\w*, \binge[sz]\w{0,3}enen\b	"""Ingesctenen"";""Ingezerenen"""																
803	inlander		Geografie		Status & relaties	Geografie	(Juridische) status en Rechtspraak	Geografie	S&R		kw_rest	\binla+nder\w*	"""Inlander"""																
132	inspecteur		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\binspect\w*	"""Inspecteur"";""Inspecteur Generaal der Zeeweeringen in Vlaanderen en Braband"";""Inspecteur Generaal over de Contrabande"""																
151	instructeur		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\binstruc\w*	"""Commissarissen Instructeurs"";""Commissarissen Instructeurs te Maastricht"";""Commissarissen Instructeurs van wegens haar Hoog Mog. te Maastricht"""																
181	intendent		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\bintend\w*	"""Intendant"";""Intendent"";""intendant"""																
63	internuntius		Godsdienst, Politiek & bestuur		Religie		Religie				kw_ambt	\binternun\w*	"""Internuntius"";""Internuntius van"";""Internuntius van den Paus"""																
355	inwoonder		Geografie		Status & relaties	Geografie	(Juridische) status en Rechtspraak	Geografie	S&R		kw_id	\binwo\w*	"""Inwoonders"";""Inwoonderen"";""inwoonders"""																
802	italiaan		Geografie		Geografie		Geografie				kw_id	\bitalia+ne?n?\b	"""Italianen"";""Italiaen"";""gealtereerde Italianen"""																
587	jonker		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_id	\bjonc?ker\w*, \bjon?c?k?h?e?e?r?\b	"""Jonckeren"";""Jonckers"";""Jonckere"""																
573	jonkheer		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_id	\bjonc?khe\w*, \bjon?c?k?h?e?e?r?\b	"""Joncker"";""Jor. Henrick van Reede van Renswoude"";""Jonckheer"""																
589	jonkvrouw		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_id	\bjonc?kvr\w*, \bjon\w*ouw\w*, \b\w*[fv]rouw\w*	"""Jonffrou"";""Jonftrouwe"";""Jonffrou van Oraignien"""																
302	jood		Godsdienst		Religie		Religie				kw_id	\bjo+de?n?s?c?h?e?\b, \bjo+[dt]+i?n?n?e?\b	"""Jood"";""Jooden"";""Joode"""																
381	juffrouw		Familie status		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_id	\bjuf\w*, \b\w*[fv]rouw\w*	"""Jouffrou"";""Jouffr"";""Juffrou"""																
502	juwelier		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bjuwel\w*	"""Juwelier"";""Juwelier te Amsterdam"";""Juwelier alhier in den Hage"""																
517	kaarsenmaker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bkaars\w*ma+kers?	"""Meester Kaarssemaaker alhier in den Hage"";""Kaarsemaker"";""Kaerssemaker"""																
801	kamenier		Beroep		Dienstverlening		Dienstverlening				kw_beroep	\b[kc]amenier	"""Kamenier"";""Camenier"""																
605	kameraad		??		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_rest	\b[kc]amer?aa?d\w*	"""Cameraaden"";""sijne Cameraden"""																
799	kameraar		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_beroep	\b[kc]amera[ae]+r\w*	"""Cameraers"""																
144	kamerbewaarder		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_beroep	[kc]ame[nr] *bew\w*, [kc]amerbe\w*	"""Kamerbewaarders van haar Hoog Mog"";""Camerbewaerder"";""Kamerbewaarders van haar Hoog Mogende"""																
579	kamerdienaar		Beroep		Politiek & Bestuur		Politiek & Bestuur				kw_beroep	[kc]am.*diena\w*	"""Kamerdienaar"";""Kamerdienaar van"";""Kaamerdienaar"""																
139	kamerheer		Beroep		Politiek & Bestuur		Politiek & Bestuur				kw_beroep	\b[kc]amer *he?er\w*	"""Kamerheer van"";""in sijn leeven Keiserlyke Koninglyke Kamerheer"";""Camerheer van"""																
7	kamerling		geen hoedanigheid		Adel & Vorsten		Adel & Vorsten				kw_rest	\b[kc]amerlin\w*	"""Camerlingh van"";""Camerlinck van"";""Camerlingh"""																
785	kandidaat		Godsdienst		Religie		Religie				kw_ambt	\b[kc]andidaa[dt]\w*	"""Candidaat"""																
798	kanonnier		Krijgsmacht		Leger & Milities		Leger & Milities				kw_kerk	\b[kc]a[mn]+on+ier\w*	"""Canonniers"";""Kanonniers"";""Fransche Kanonniers"""																
